iter	Passed	Remaining
172	6635	31720
173	6666	31646
174	6699	31583
175	6734	31528
176	6774	31498
177	6806	31431
178	6841	31378
179	6877	31331
180	6915	31292
181	6953	31250
182	6992	31217
183	7029	31172
184	7066	31128
185	7108	31107
186	7145	31067
187	7181	31017
188	7216	30968
189	7249	30905
190	7283	30849
191	7316	30788
192	7348	30728
193	7383	30677
194	7414	30608
195	7446	30544
196	7480	30490
197	7513	30432
198	7547	30377
199	7605	30423
200	7639	30369
201	7674	30318
202	7708	30264
203	7748	30235
204	7783	30186
205	7836	30203
206	7869	30146
207	7902	30089
208	7937	30039
209	7972	29991
210	8019	29986
211	8051	29925
212	8086	29878
213	8118	29816
214	8165	29813
215	8195	29746
216	8230	29699
217	8263	29644
218	8296	29587
219	8330	29535
220	8426	29703
221	8459	29645
222	8512	29659
223	8549	29619
224	8582	29562
225	8615	29504
226	8650	29457
227	8686	29412
228	8725	29376
229	8759	29323
230	8792	29269
231	8833	29242
232	8865	29182
233	8900	29137
234	8936	29090
235	8970	29041
236	9000	28975
237	9033	28921
238	9065	28866
239	9097	28810
240	9156	28838
241	9191	28790
242	9227	28744
243	9289	28782
244	9323	28730
245	9370	28722
246	9408	28681
247	9440	28624
248	9472	28569
249	9508	28524
250	9542	28475
251	9581	28440
252	9655	28509
253	9704	28502
254	9770	28545
255	9843	28608
256	9923	28689
257	9964	28656
258	10017	28659
259	10055	28620
260	10094	28581
261	10137	28554
262	10174	28510
263	10211	28468
264	10249	28428
265	10284	28377
266	10359	28439
267	10404	28419
268	10438	28366
269	10478	28329
270	10517	28292
271	10551	28239
272	10585	28188
273	10622	28145
274	10656	28095
275	10690	28042
276	10722	27986
277	10754	27930
278	10788	27880
279	10833	27856
280	10874	27825
281	10923	27812
282	10957	27762
283	10989	27704
284	11021	27651
285	11064	27621
286	11095	27565
287	11133	27524
288	11181	27508
289	11224	27479
290	11274	27470
291	11312	27427
292	11345	27376
293	11411	27403
294	11472	27417
295	11527	27417
296	11584	27419
297	11636	27413
298	11693	27414
299	11759	27437
300	11822	27454
301	11873	27441
302	11929	27442
303	11981	27431
304	12027	27407
305	12082	27402
306	12149	27425
307	12204	27421
308	12258	27412
309	12316	27413
310	12371	27408
311	12421	27391
312	12474	27379
313	12537	27391
314	12580	27358
315	12665	27414
316	12702	27368
317	12756	27358
318	12826	27382
319	12887	27385
320	12940	27372
321	12989	27350
322	13036	27325
323	13080	27290
324	13123	27255
325	13180	27251
326	13221	27211
327	13263	27173
328	13324	27174
329	13371	27148
330	13424	27133
331	13465	27093
332	13506	27054
333	13547	27013
334	13593	26983
335	13646	26968
336	13690	26933
337	13734	26899
338	13788	26886
339	13836	26858
340	13879	26823
341	13938	26816
342	14000	26818
343	14045	26784
344	14099	26769
345	14142	26732
346	14205	26733
347	14252	26703
348	14297	26669
349	14339	26630
350	14414	26652
351	14457	26614
352	14501	26579
353	14543	26540
354	14587	26504
355	14634	26473
356	14704	26484
357	14768	26483
358	14811	26446
359	14850	26400
360	14906	26386
361	14951	26350
362	14996	26315
363	15040	26279
364	15098	26266
365	15139	26224
366	15179	26180
367	15225	26147
368	15267	26107
369	15309	26067
370	15345	26017
371	15389	25979
372	15440	25954
373	15491	25929
374	15530	25883
375	15573	25845
376	15616	25805
377	15659	25768
378	15700	25724
379	15746	25692
380	15790	25653
381	15829	25609
382	15887	25594
383	15948	25583
384	15992	25546
385	16039	25514
386	16100	25502
387	16155	25481
388	16209	25459
389	16258	25429
390	16299	25386
391	16347	25354
392	16399	25328
393	16438	25284
394	16484	25247
395	16536	25222
396	16577	25179
397	16625	25146
398	16666	25104
399	16719	25079
400	16764	25042
401	16810	25006
402	16854	24968
403	16898	24929
404	16942	24890
405	16983	24848
406	17038	24824
407	17084	24788
408	17124	24744
409	17164	24699
410	17204	24655
411	17250	24620
412	17293	24580
413	17333	24535
414	17373	24490
415	17411	24443
416	17490	24453
417	17533	24412
418	17575	24370
419	17616	24327
420	17652	24277
421	17695	24237
422	17737	24195
423	17797	24177
424	17837	24133
425	17894	24111
426	17939	24072
427	17979	24028
428	18015	23979
429	18064	23946
430	18114	23914
431	18157	23873
432	18205	23839
433	18244	23793
434	18285	23750
435	18324	23704
436	18360	23654
437	18402	23611
438	18458	23587
439	18495	23540
440	18534	23493
441	18574	23449
442	18632	23427
443	18670	23380
444	18712	23338
445	18752	23293
446	18797	23254
447	18840	23214
448	18882	23171
449	18926	23132
450	18978	23102
451	19019	23058
452	19057	23012
453	19098	22968
454	19148	22936
455	19191	22894
456	19257	22881
457	19296	22836
458	19337	22791
459	19376	22746
460	19417	22703
461	19457	22657
462	19515	22634
463	19552	22586
464	19589	22538
465	19625	22489
466	19680	22461
467	19719	22416
468	19759	22372
469	19799	22327
470	19840	22283
471	19886	22245
472	19933	22209
473	19972	22163
474	20021	22128
475	20067	22091
476	20104	22043
477	20148	22002
478	20192	21962
479	20229	21915
480	20273	21875
481	20315	21832
482	20352	21785
483	20393	21741
484	20445	21710
485	20482	21662
486	20531	21628
487	20576	21588
488	20625	21553
489	20675	21519
490	20731	21491
491	20771	21446
492	20812	21403
493	20853	21359
494	20890	21312
495	20932	21270
496	20991	21245
497	21032	21201
498	21086	21171
499	21124	21124
500	21168	21083
501	21213	21044
502	21263	21009
503	21302	20964
504	21352	20929
505	21388	20881
506	21431	20840
507	21472	20796
508	21519	20758
509	21560	20714
510	21597	20667
511	21636	20621
512	21681	20582
513	21722	20538
514	21761	20493
515	21811	20458
516	21853	20416
517	21892	20370
518	21935	20329
519	21975	20285
520	22021	20246
521	22061	20201
522	22103	20159
523	22142	20114
524	22195	20081
525	22241	20042
526	22289	20005
527	22327	19959
528	22368	19916
529	22411	19874
530	22458	19836
531	22496	19790
532	22535	19744
533	22595	19718
534	22639	19677
535	22678	19632
536	22718	19587
537	22757	19542
538	22803	19503
539	22850	19465
540	22889	19420
541	22930	19376
542	22965	19328
543	23007	19285
544	23060	19252
545	23101	19208
546	23139	19163
547	23188	19125
548	23235	19088
549	23279	19046
550	23318	19002
551	23363	18961
552	23414	18926
553	23455	18883
554	23498	18841
555	23536	18795
556	23574	18749
557	23615	18705
558	23655	18661
559	23697	18619
560	23736	18574
561	23792	18542
562	23837	18502
563	23875	18457
564	23921	18417
565	23963	18374
566	24012	18337
567	24057	18297
568	24113	18265
569	24158	18225
570	24199	18181
571	24248	18144
572	24286	18098
573	24329	18056
574	24374	18016
575	24415	17972
576	24457	17929
577	24498	17886
578	24542	17844
579	24584	17802
580	24645	17773
581	24685	17729
582	24753	17705
583	24814	17676
584	24861	17637
585	24914	17601
586	25005	17593
587	25077	17571
588	25141	17543
589	25204	17515
590	25294	17505
591	25357	17476
592	25430	17453
593	25510	17436
594	25576	17409
595	25644	17383
596	25716	17360
597	25764	17320
598	25846	17303
599	25902	17268
600	25948	17227
601	25999	17188
602	26054	17153
603	26103	17114
604	26145	17070
605	26199	17033
606	26259	17001
607	26313	16965
608	26361	16925
609	26443	16906
610	26507	16876
611	26560	16838
612	26606	16797
613	26657	16758
614	26717	16725
615	26773	16689
616	26820	16648
617	26880	16615
618	26932	16576
619	26984	16538
620	27038	16501
621	27089	16462
622	27141	16424
623	27185	16380
624	27233	16340
625	27301	16310
626	27347	16269
627	27392	16226
628	27439	16184
629	27486	16142
630	27535	16102
631	27580	16059
632	27645	16028
633	27701	15991
634	27743	15946
635	27796	15908
636	27847	15868
637	27896	15828
638	27947	15788
639	28016	15759
640	28089	15731
641	28147	15696
642	28215	15665
643	28279	15632
644	28337	15596
645	28397	15561
646	28461	15528
647	28509	15486
648	28555	15443
649	28611	15406
650	28660	15364
651	28708	15322
652	28756	15281
653	28807	15240
654	28868	15205
655	28918	15164
656	28973	15126
657	29018	15082
658	29056	15035
659	29099	14990
660	29140	14945
661	29181	14899
662	29224	14854
663	29264	14808
664	29310	14765
665	29349	14718
666	29392	14674
667	29434	14629
668	29474	14583
669	29518	14538
670	29554	14490
671	29596	14446
672	29652	14407
673	29701	14366
674	29750	14324
675	29792	14279
676	29847	14240
677	29886	14193
678	29936	14152
679	29979	14108
680	30024	14064
681	30073	14022
682	30108	13974
683	30156	13932
684	30196	13886
685	30236	13840
686	30274	13792
687	30322	13750
688	30357	13702
689	30389	13653
690	30453	13618
691	30489	13570
692	30523	13522
693	30576	13481
694	30620	13437
695	30661	13392
696	30696	13344
697	30733	13297
698	30772	13250
699	30818	13207
700	30861	13163
701	30901	13117
702	30942	13072
703	30994	13031
704	31031	12984
705	31071	12939
706	31104	12890
707	31144	12844
708	31181	12797
709	31222	12752
710	31260	12706
711	31302	12661
712	31351	12619
713	31386	12572
714	31424	12525
715	31461	12479
716	31500	12433
717	31540	12387
718	31578	12341
719	31630	12300
720	31672	12256
721	31708	12209
722	31755	12166
723	31793	12120
724	31833	12074
725	31874	12029
726	31911	11983
727	31950	11937
728	31991	11892
729	32028	11846
730	32084	11806
731	32123	11761
732	32164	11716
733	32205	11671
734	32243	11625
735	32278	11578
736	32323	11534
737	32363	11489
738	32406	11445
739	32443	11399
740	32499	11359
741	32556	11320
742	32596	11275
743	32641	11231
744	32690	11189
745	32734	11145
746	32772	11099
747	32812	11054
748	32857	11011
749	32900	10966
750	32941	10922
751	32984	10877
752	33029	10834
753	33082	10793
754	33134	10752
755	33172	10706
756	33216	10662
757	33259	10618
758	33302	10574
759	33338	10527
760	33401	10490
761	33454	10448
762	33494	10403
763	33578	10372
764	33618	10327
765	33665	10284
766	33714	10241
767	33756	10197
768	33802	10153
769	33841	10108
770	33900	10068
771	33941	10024
772	33996	9983
773	34039	9939
774	34079	9893
775	34128	9851
776	34167	9806
777	34209	9761
778	34243	9714
779	34291	9672
780	34337	9628
781	34369	9581
782	34407	9535
783	34444	9489
784	34483	9444
785	34517	9397
786	34553	9351
787	34615	9312
788	34652	9266
789	34685	9220
790	34726	9175
791	34766	9130
792	34805	9085
793	34845	9040
794	34885	8995
795	34921	8949
796	34973	8907
797	35012	8862
798	35054	8818
799	35095	8773
800	35141	8730
801	35181	8685
802	35224	8641
803	35263	8596
804	35310	8553
805	35345	8507
806	35386	8462
807	35419	8416
808	35463	8372
809	35523	8332
810	35568	8289
811	35618	8246
812	35652	8200
813	35693	8156
814	35729	8110
815	35763	8064
816	35802	8019
817	35841	7974
818	35881	7929
819	35921	7885
820	35959	7840
821	36011	7798
822	36067	7756
823	36108	7712
824	36154	7669
825	36190	7623
826	36228	7578
827	36266	7533
828	36303	7488
829	36339	7442
830	36392	7401
831	36426	7355
832	36465	7310
833	36509	7266
834	36551	7222
835	36600	7180
836	36643	7136
837	36700	7094
838	36739	7050
839	36803	7010
840	36850	6966
841	36899	6924
842	36950	6881
843	36986	6836
844	37039	6794
845	37084	6750
846	37127	6706
847	37172	6663
848	37227	6621
849	37280	6578
850	37323	6534
851	37371	6491
852	37407	6446
853	37444	6401
854	37490	6358
855	37541	6315
856	37583	6271
857	37620	6226
858	37666	6182
859	37702	6137
860	37742	6093
861	37780	6048
862	37827	6005
863	37878	5962
864	37931	5919
865	37970	5875
866	38037	5835
867	38082	5791
868	38120	5746
869	38162	5702
870	38203	5658
871	38246	5614
872	38284	5569
873	38320	5524
874	38360	5480
875	38412	5437
876	38449	5392
877	38491	5348
878	38531	5304
879	38587	5261
880	38621	5216
881	38663	5172
882	38699	5127
883	38742	5083
884	38782	5039
885	38823	4995
886	38865	4951
887	38909	4907
888	38961	4864
889	39004	4820
890	39046	4776
891	39101	4734
892	39139	4689
893	39181	4645
894	39213	4600
895	39250	4555
896	39283	4510
897	39327	4467
898	39358	4421
899	39397	4377
900	39459	4335
901	39498	4291
902	39531	4246
903	39568	4201
904	39606	4157
905	39641	4112
906	39678	4068
907	39724	4024
908	39767	3981
909	39807	3937
910	39862	3894
911	39901	3850
912	39940	3805
913	39978	3761
914	40030	3718
915	40071	3674
916	40104	3629
917	40142	3585
918	40196	3542
919	40235	3498
920	40273	3454
921	40314	3410
922	40350	3366
923	40389	3322
924	40425	3277
925	40463	3233
926	40499	3189
927	40533	3144
928	40588	3102
929	40624	3057
930	40682	3015
931	40721	2971
932	40768	2927
933	40802	2883
934	40853	2840
935	40895	2796
936	40930	2751
937	40966	2707
938	41003	2663
939	41042	2619
940	41084	2575
941	41119	2531
942	41158	2487
943	41196	2443
944	41249	2400
945	41287	2356
946	41324	2312
947	41356	2268
948	41395	2224
949	41431	2180
950	41469	2136
951	41510	2092
952	41547	2049
953	41583	2005
954	41623	1961
955	41662	1917
956	41714	1874
957	41748	1830
958	41785	1786
959	41831	1742
960	41870	1699
961	41907	1655
962	41944	1611
963	41982	1567
964	42015	1523
965	42051	1480
966	42087	1436
967	42126	1392
968	42166	1348
969	42212	1305
970	42248	1261
971	42285	1218
972	42325	1174
973	42362	1130
974	42395	1087
975	42428	1043
976	42479	1000
977	42513	956
978	42548	912
979	42583	869
980	42619	825
981	42658	781
982	42691	738
983	42730	694
984	42772	651
985	42825	608
986	42864	564
987	42907	521
988	42948	477
989	43005	434
990	43044	390
991	43080	347
992	43122	303
993	43160	260
994	43196	217
995	43234	173
996	43269	130
997	43308	86
998	43340	43
999	43373	0
