iter	Logloss
183	0.3665417063
184	0.3664965077
185	0.3664216201
186	0.3663784428
187	0.3663056741
188	0.3662659424
189	0.3662312346
190	0.3661863698
191	0.3661502648
192	0.3661221394
193	0.3660869701
194	0.3660187665
195	0.365966022
196	0.3659456014
197	0.3659126266
198	0.3658784354
199	0.3658410798
200	0.3658094491
201	0.3657622592
202	0.3657310772
203	0.3656877245
204	0.365662944
205	0.3656096721
206	0.3655715708
207	0.3655436541
208	0.3655081785
209	0.3654731055
210	0.3654400872
211	0.365410521
212	0.3653840268
213	0.3653505882
214	0.3652965386
215	0.36526374
216	0.3652204818
217	0.3651850903
218	0.3651527633
219	0.3651068523
220	0.3650509095
221	0.3650165329
222	0.364979334
223	0.3649432871
224	0.3649150588
225	0.3648687908
226	0.3648405669
227	0.3648139293
228	0.3647865622
229	0.3647551126
230	0.3647300432
231	0.3647013416
232	0.3646802351
233	0.3646602794
234	0.3646321341
235	0.3646061064
236	0.3645837745
237	0.364530736
238	0.3645052083
239	0.3644825052
240	0.3644490192
241	0.3644078037
242	0.3643677329
243	0.3643372572
244	0.3642824367
245	0.3642546356
246	0.3642246397
247	0.3642086895
248	0.3641886598
249	0.3641492425
250	0.3641190337
251	0.3641040538
252	0.3640821045
253	0.3640559336
254	0.3640344223
255	0.3640006652
256	0.3639705159
257	0.3639485362
258	0.3639255511
259	0.363873878
260	0.363844391
261	0.3638205597
262	0.3638000255
263	0.3637527874
264	0.3637269986
265	0.3637083178
266	0.363685512
267	0.3636570391
268	0.3636398705
269	0.3635965208
270	0.363561644
271	0.3635399844
272	0.3635112124
273	0.3634932299
274	0.3634701962
275	0.363443026
276	0.3634219055
277	0.3633950586
278	0.363376982
279	0.3633570015
280	0.363340446
281	0.3633226321
282	0.3632976041
283	0.3632822177
284	0.3632617263
285	0.3632417251
286	0.3632163354
287	0.3631909501
288	0.3631714097
289	0.3631541236
290	0.3631257231
291	0.3631162319
292	0.3630902255
293	0.3630691379
294	0.3630564025
295	0.3630321891
296	0.3629894013
297	0.3629714855
298	0.3629502786
299	0.3629334666
300	0.362906194
301	0.36288645
302	0.362860872
303	0.3628454261
304	0.3628135028
305	0.3627878438
306	0.3627730116
307	0.3627535302
308	0.3627206444
309	0.3626996658
310	0.3626816873
311	0.3626636554
312	0.3626393651
313	0.3626207614
314	0.3626086625
315	0.3625863631
316	0.3625723551
317	0.3625553097
318	0.3625127169
319	0.3624930368
320	0.3624762264
321	0.3624553906
322	0.3624329052
323	0.362412163
324	0.3623898826
325	0.3623631241
326	0.3623537091
327	0.3623264442
328	0.3623075972
329	0.3622654119
330	0.3622446645
331	0.3622075882
332	0.3621667196
333	0.3621483134
334	0.3621228932
335	0.3620991632
336	0.3620732905
337	0.3620562529
338	0.3620318683
339	0.3620028184
340	0.361982747
341	0.3619712555
342	0.3619453289
343	0.3619064921
344	0.3618850808
345	0.3618690652
346	0.3618453642
347	0.3618219592
348	0.3618024231
349	0.3617921805
350	0.3617758898
351	0.3617511026
352	0.3617291959
353	0.3617030573
354	0.3616660877
355	0.3616431742
356	0.3616126634
357	0.3616055851
358	0.3615932194
359	0.3615703439
360	0.3615517752
361	0.3615360664
362	0.3615186322
363	0.3615050471
364	0.3614720197
365	0.3614500427
366	0.3614230785
367	0.3614047726
368	0.3613775979
369	0.3613572965
370	0.3613309228
371	0.3612894253
372	0.361268129
373	0.3612538686
374	0.3612416096
375	0.3612183021
376	0.3612048698
377	0.3611805309
378	0.3611665557
379	0.3611433411
380	0.3611288538
381	0.3611099656
382	0.361100013
383	0.3610827931
384	0.3610615816
385	0.3610422503
386	0.3610254683
387	0.3609911395
388	0.3609786874
389	0.3609604947
390	0.3609423454
391	0.3609291213
392	0.3609110581
393	0.3608737576
394	0.3608449754
395	0.360816034
396	0.3607904188
397	0.3607717662
398	0.3607520498
399	0.3607412107
400	0.3607084801
401	0.3606811635
402	0.3606639912
403	0.3606511848
404	0.3606333136
405	0.3606113741
406	0.3605733402
407	0.3605531356
408	0.3605337868
409	0.3605200918
410	0.3605062005
411	0.3604925271
412	0.3604698328
413	0.3604399123
414	0.3604283018
415	0.3603947629
416	0.360372937
417	0.3603419951
418	0.3603242305
419	0.3602925761
420	0.3602601932
421	0.3602393185
422	0.3601996241
423	0.3601680431
424	0.3601496816
425	0.3601236815
426	0.3601007607
427	0.3600718809
428	0.3600495479
429	0.3600394599
430	0.3600220588
431	0.3599933831
432	0.3599728176
433	0.3599345984
434	0.3599188291
435	0.3598924923
436	0.3598794303
437	0.3598557164
438	0.3598292476
439	0.3598002929
440	0.3597807907
441	0.3597575465
442	0.3597290785
443	0.3597132807
444	0.3596895091
445	0.3596704982
446	0.3596365718
447	0.3596032452
448	0.3595784232
449	0.3595637535
450	0.3595284114
451	0.3595084435
452	0.359493023
453	0.3594741883
454	0.3594525569
455	0.3594293258
456	0.3594071418
457	0.3593926134
458	0.3593668025
459	0.359329089
460	0.3593024918
461	0.359265577
462	0.3592442203
463	0.3592157148
464	0.3591964655
465	0.3591689601
466	0.3591469131
467	0.3591280209
468	0.3591066755
469	0.3590702731
470	0.3590447796
471	0.3590326158
472	0.3590011438
473	0.3589775434
474	0.3589508621
475	0.3589114188
476	0.3588917866
477	0.358863513
478	0.3588444595
479	0.3588239515
480	0.3587926119
481	0.3587638614
482	0.3587308023
483	0.3586989404
484	0.3586758255
485	0.3586382067
486	0.3586090714
487	0.3585859771
488	0.3585579837
489	0.3585434179
490	0.3585295307
491	0.3584998572
492	0.3584814975
493	0.3584627995
494	0.3584395276
495	0.3584184832
496	0.3584000919
497	0.3583660858
498	0.3583477859
499	0.3583333336
500	0.358314013
501	0.3582889163
502	0.35827363
503	0.3582474581
504	0.3582229946
505	0.3581998063
506	0.358169425
507	0.3581526011
508	0.3581378827
509	0.3581112023
510	0.3580980073
511	0.3580763505
512	0.3580521673
513	0.3580248952
514	0.3580044426
515	0.3579918294
516	0.3579729095
517	0.3579494179
518	0.3579320621
519	0.3579106441
520	0.357884814
521	0.357867435
522	0.3578345618
523	0.3578144713
524	0.3577961108
525	0.3577762313
526	0.3577569735
527	0.3577286611
528	0.357709879
529	0.3576843068
530	0.3576620657
531	0.3576392584
532	0.357616806
533	0.3575880249
534	0.3575682235
535	0.3575553504
536	0.3575324044
537	0.3575106914
538	0.357495075
539	0.357473147
540	0.3574454306
541	0.3574270105
542	0.3574130229
543	0.3573904796
544	0.3573712555
545	0.3573505247
546	0.3573315986
547	0.3573104508
548	0.357292965
549	0.3572632513
550	0.3572474815
551	0.3572195263
552	0.3572068979
553	0.3571900294
554	0.3571669167
555	0.3571436196
556	0.3571243892
557	0.3571032737
558	0.3570693657
559	0.3570514994
560	0.3570279029
561	0.3570034701
562	0.3569904975
563	0.3569637238
564	0.3569456318
565	0.3569274764
566	0.356909098
567	0.3568894943
568	0.3568680505
569	0.3568422655
570	0.3568233229
571	0.3568006138
572	0.3567862533
573	0.3567619324
574	0.3567435828
575	0.356732005
576	0.3567087183
577	0.3566908719
578	0.3566734049
579	0.356654708
580	0.3566391944
581	0.356617482
582	0.3565998858
583	0.3565834431
584	0.3565659163
585	0.3565499189
586	0.35653078
587	0.3565129476
588	0.3564914228
589	0.3564642337
590	0.3564470431
591	0.3564196615
592	0.356392847
593	0.3563730997
594	0.3563549183
595	0.3563301167
596	0.3563036595
597	0.3562777667
598	0.356254487
599	0.3562379544
600	0.3562142045
601	0.3561987844
602	0.3561725519
603	0.356146143
604	0.3561276493
605	0.3561134535
606	0.3560969148
607	0.3560843436
608	0.3560701096
609	0.3560457522
610	0.3560278791
611	0.3559972871
612	0.3559830514
613	0.355956929
614	0.3559406795
615	0.3559148797
616	0.3558928504
617	0.3558722037
618	0.3558546175
619	0.3558283306
620	0.3558045022
621	0.35578047
622	0.3557556675
623	0.3557405089
624	0.3557253415
625	0.3557111312
626	0.355693409
627	0.3556793922
628	0.355659124
629	0.355638238
630	0.3556226813
631	0.3556015997
632	0.3555823385
633	0.3555586554
634	0.3555361262
635	0.3555232351
636	0.3555042584
637	0.3554931529
638	0.3554775715
639	0.3554580847
640	0.3554399589
641	0.3554235901
642	0.3554012146
643	0.3553825038
644	0.3553651968
645	0.35534704
646	0.3553310083
647	0.355315073
648	0.3552922792
649	0.3552729473
650	0.355249883
651	0.3552324984
652	0.355207585
653	0.3551869166
654	0.3551680786
655	0.355148005
656	0.3551291679
657	0.3551062662
658	0.3550965489
659	0.3550710117
660	0.355057322
661	0.3550493495
662	0.3550283563
663	0.3550120033
664	0.3550004233
665	0.3549828262
666	0.3549679531
667	0.3549489651
668	0.3549321672
669	0.3549093241
670	0.3548932092
671	0.3548725554
672	0.3548506272
673	0.3548315352
674	0.354818516
675	0.3547939625
676	0.3547734551
677	0.3547540798
678	0.3547355877
679	0.3547136635
680	0.3546919206
681	0.3546729828
682	0.3546497328
683	0.354629997
684	0.3546129373
685	0.3545928011
686	0.3545727317
687	0.3545580269
688	0.3545469932
689	0.3545290838
690	0.3544961794
691	0.3544738039
692	0.3544491184
693	0.3544366178
694	0.3544178537
695	0.3543994685
696	0.3543825186
697	0.3543714942
698	0.3543519212
699	0.3543357658
700	0.354319745
701	0.3543019664
702	0.3542820459
703	0.3542674245
704	0.3542554383
705	0.3542415884
706	0.3542277118
707	0.3542104615
708	0.3541964155
709	0.3541776328
710	0.3541591954
711	0.354144013
712	0.3541301327
713	0.3541209714
714	0.3541029676
715	0.3540886882
716	0.3540706206
717	0.3540560316
718	0.3540406556
719	0.3540188035
720	0.3539984216
721	0.3539806944
722	0.3539644342
723	0.3539417786
724	0.3539224912
725	0.3539020436
726	0.3538772787
727	0.3538604257
728	0.3538460026
729	0.3538265398
730	0.3538089139
731	0.3537891068
732	0.3537752668
733	0.3537513223
734	0.3537303203
735	0.3537166045
736	0.3536955811
737	0.3536749023
738	0.3536592509
739	0.3536436158
740	0.3536268495
741	0.3536074546
742	0.3535858094
743	0.353562782
744	0.3535456197
745	0.3535240227
746	0.3535070279
747	0.3534922121
748	0.3534741056
749	0.3534575213
750	0.3534399824
751	0.3534283316
752	0.353415674
753	0.3534005178
754	0.3533835005
755	0.3533725847
756	0.3533491156
757	0.3533297778
758	0.3533146771
759	0.3533017081
760	0.3532834225
761	0.3532642436
762	0.3532407729
763	0.3532183324
764	0.3531981311
765	0.3531814226
766	0.353168564
767	0.353148318
768	0.3531295563
769	0.3531051721
770	0.3530896851
771	0.3530753331
772	0.3530593725
773	0.3530425555
774	0.3530251666
775	0.3530078296
776	0.3529887958
777	0.3529739965
778	0.3529639071
779	0.3529486819
780	0.3529348263
781	0.3529224468
782	0.3529058321
783	0.3528962533
784	0.3528742985
785	0.3528563625
786	0.3528357067
787	0.3528155877
788	0.3527991536
789	0.3527817398
790	0.3527681142
791	0.3527503302
792	0.3527306884
793	0.3527092121
794	0.3526933448
795	0.3526754192
796	0.35265155
797	0.3526318385
798	0.3526150104
799	0.3526032328
800	0.3525889003
801	0.352566443
802	0.352548873
803	0.3525357474
804	0.3525236409
805	0.3525032034
806	0.3524853891
807	0.3524731497
808	0.3524591334
809	0.3524367914
810	0.3524127553
811	0.3524024779
812	0.3523785987
813	0.3523605875
814	0.3523483129
815	0.3523286481
816	0.3523128631
817	0.3522900808
818	0.3522690397
819	0.3522474644
820	0.352228385
821	0.3522114536
822	0.3522002065
823	0.3521752677
824	0.3521578615
825	0.3521428967
826	0.3521298539
827	0.3521117131
828	0.3520977298
829	0.3520807322
830	0.3520595353
831	0.3520447866
832	0.3520274975
833	0.3520084073
834	0.3519949475
835	0.3519810841
836	0.351962471
837	0.3519454377
838	0.3519272939
839	0.3519107122
840	0.3518943612
841	0.3518792225
842	0.351863794
843	0.35185393
844	0.3518368688
845	0.3518182133
846	0.3518068156
847	0.3517854999
848	0.3517675519
849	0.3517532205
850	0.3517381326
851	0.351719439
852	0.3517002234
853	0.3516767687
854	0.3516644627
855	0.3516472209
856	0.3516323139
857	0.3516210651
858	0.3516063656
859	0.3515916954
860	0.3515735281
861	0.3515577517
862	0.3515459878
863	0.3515304234
864	0.351515374
865	0.3514989752
866	0.3514801296
867	0.3514597004
868	0.3514429194
869	0.3514329535
870	0.3514193291
871	0.3514093978
872	0.3513912073
873	0.3513793441
874	0.3513623863
875	0.3513433358
876	0.3513261065
877	0.35130815
878	0.3512905272
879	0.3512715925
880	0.3512575921
881	0.3512446658
882	0.3512307329
883	0.3512175379
884	0.3512081273
885	0.3511907864
886	0.3511744775
887	0.3511576383
888	0.3511407417
889	0.3511278723
890	0.3511065635
891	0.351088525
892	0.3510703836
893	0.3510584276
894	0.3510463499
895	0.3510339416
896	0.3510215252
897	0.3510026951
898	0.3509827028
899	0.3509661507
900	0.350949333
901	0.3509341279
902	0.3509176091
903	0.3508988618
904	0.3508816909
905	0.3508645946
906	0.3508504313
907	0.3508270548
908	0.3508136205
909	0.3508048248
910	0.3507884523
911	0.350774421
912	0.35076119
913	0.350748093
914	0.3507355231
915	0.3507177495
916	0.3506960429
917	0.3506848814
918	0.3506738875
919	0.3506588286
920	0.3506463085
921	0.3506322277
922	0.3506118282
923	0.3505943135
924	0.3505792995
925	0.3505626982
926	0.3505527192
927	0.3505323841
928	0.3505215674
929	0.3505075513
930	0.3504950256
931	0.3504788984
932	0.3504562544
933	0.3504392383
934	0.350420344
935	0.3504070783
936	0.3503928742
937	0.3503742581
938	0.3503636004
939	0.3503485904
940	0.3503332525
941	0.3503099318
942	0.3502942987
943	0.3502809098
944	0.3502724406
945	0.3502564332
946	0.3502415902
947	0.350227915
948	0.3502069221
949	0.3501901326
950	0.3501757742
951	0.3501614941
952	0.3501451734
953	0.3501344353
954	0.3501137291
955	0.3500909281
956	0.3500773786
957	0.3500638029
958	0.3500456077
959	0.3500248453
960	0.3500114016
961	0.3499932696
962	0.3499763835
963	0.3499630505
964	0.3499462899
965	0.3499274354
966	0.3499076242
967	0.3498872041
968	0.3498581685
969	0.3498448658
970	0.349833304
971	0.3498182744
972	0.3498085871
973	0.3497933194
974	0.3497788773
975	0.3497628463
976	0.3497441429
977	0.3497256405
978	0.3497166966
979	0.3497013281
980	0.3496876822
981	0.349671517
982	0.3496580711
983	0.3496447206
984	0.3496263617
985	0.3496097477
986	0.3495959028
987	0.3495841313
988	0.3495709824
989	0.3495540917
990	0.3495397311
991	0.3495241118
992	0.349509604
993	0.3494960228
994	0.3494843982
995	0.3494650419
996	0.3494562946
997	0.3494394219
998	0.3494245125
999	0.3494081881
